Region,Workload,Filename,Total Connection Time,Time to First Byte,Download Time,Total Time
India,WEB,sample.jpg,0:00:00.001133,0:00:00.001160,0:00:03.719807,0:00:03.720967
India,WEB,sample.json,0:00:00.000786,0:00:00.000833,0:00:00.003715,0:00:00.004548
India,WEB,sample.png,0:00:00.000951,0:00:00.000979,0:00:03.471372,0:00:03.472351
India,WEB,index.html,0:00:00.001762,0:00:00.001787,0:00:03.431379,0:00:03.433166
India,WEB,sample.pdf,0:00:00.002362,0:00:00.002369,0:00:03.818255,0:00:03.820624
India,WEB,sample.jpg,0:00:00.001742,0:00:00.001798,0:00:03.583145,0:00:03.584943
India,WEB,sample.pdf,0:00:00.001052,0:00:00.001079,0:00:00.010747,0:00:00.011826
India,WEB,sample.pdf,0:00:00.002374,0:00:00.002401,0:00:00.003624,0:00:00.006025
India,WEB,sample.jpg,0:00:00.000657,0:00:00.000705,0:00:03.619538,0:00:03.620243
India,WEB,index.html,0:00:00.000969,0:00:00.001021,0:00:03.575727,0:00:03.576748
India,WEB,sample.json,0:00:00.001232,0:00:00.001306,0:00:03.563901,0:00:03.565207
India,WEB,sample.csv,0:00:00.005884,0:00:00.006102,0:00:03.889389,0:00:03.895491
India,WEB,sample.csv,0:00:00.001231,0:00:00.001258,0:00:00.006263,0:00:00.007521
India,WEB,sample.pdf,0:00:00.001707,0:00:00.001749,0:00:00.005546,0:00:00.007295
India,WEB,sample.jpg,0:00:00.003361,0:00:00.003520,0:00:03.737692,0:00:03.741212
India,WEB,sample.jpg,0:00:00.000926,0:00:00.000953,0:00:00.010751,0:00:00.011704
India,WEB,sample.pdf,0:00:00.001618,0:00:00.001624,0:00:03.585224,0:00:03.586848
India,WEB,sample.png,0:00:00.000888,0:00:00.000951,0:00:03.408521,0:00:03.409472
India,WEB,index.html,0:00:00.001392,0:00:00.001516,0:00:03.629826,0:00:03.631342
India,WEB,index.html,0:00:00.000824,0:00:00.000875,0:00:00.003919,0:00:00.004794
India,WEB,sample.csv,0:00:00.000712,0:00:00.000742,0:00:03.483364,0:00:03.484106
India,WEB,sample.jpg,0:00:00.001306,0:00:00.001356,0:00:03.418382,0:00:03.419738
India,WEB,index.html,0:00:00.001249,0:00:00.001276,0:00:00.006049,0:00:00.007325
India,WEB,sample.json,0:00:00.001444,0:00:00.001451,0:00:00.002977,0:00:00.004428
India,WEB,sample.pdf,0:00:00.000887,0:00:00.000936,0:00:00.006436,0:00:00.007372
India,WEB,sample.png,0:00:00.005866,0:00:00.006027,0:00:00.011792,0:00:00.017819
India,WEB,sample.csv,0:00:00.002333,0:00:00.002382,0:00:03.560128,0:00:03.562510
India,WEB,sample.json,0:00:00.001623,0:00:00.001668,0:00:03.706865,0:00:03.708533
India,WEB,sample.png,0:00:00.000708,0:00:00.000733,0:00:00.016806,0:00:00.017539
India,WEB,sample.csv,0:00:00.001236,0:00:00.001247,0:00:00.005550,0:00:00.006797
India,WEB,sample.csv,0:00:00.001037,0:00:00.001043,0:00:03.445375,0:00:03.446418
India,WEB,sample.jpg,0:00:00.001591,0:00:00.001612,0:00:03.640286,0:00:03.641898
India,WEB,sample.csv,0:00:00.001690,0:00:00.001696,0:00:00.003251,0:00:00.004947
India,WEB,sample.json,0:00:00.001660,0:00:00.001711,0:00:03.905808,0:00:03.907519
India,WEB,index.html,0:00:00.001380,0:00:00.001407,0:00:03.374337,0:00:03.375744
India,WEB,sample.json,0:00:00.000920,0:00:00.000980,0:00:00.005646,0:00:00.006626
India,WEB,sample.png,0:00:00.000707,0:00:00.000733,0:00:03.396976,0:00:03.397709
India,WEB,sample.json,0:00:00.000802,0:00:00.000853,0:00:03.535694,0:00:03.536547
India,WEB,index.html,0:00:00.000985,0:00:00.001036,0:00:03.487023,0:00:03.488059
India,WEB,sample.png,0:00:00.000828,0:00:00.000856,0:00:00.014738,0:00:00.015594
India,WEB,sample.pdf,0:00:00.000804,0:00:00.000845,0:00:00.003999,0:00:00.004844
India,WEB,sample.jpg,0:00:00.001898,0:00:00.002777,0:00:03.482848,0:00:03.485625
India,WEB,sample.png,0:00:00.001216,0:00:00.001280,0:00:03.404844,0:00:03.406124
India,WEB,sample.jpg,0:00:00.000846,0:00:00.000900,0:00:03.512708,0:00:03.513608
India,WEB,sample.pdf,0:00:00.000817,0:00:00.000845,0:00:03.481993,0:00:03.482838
India,WEB,index.html,0:00:00.000738,0:00:00.000765,0:00:00.005585,0:00:00.006350
India,WEB,sample.pdf,0:00:00.002373,0:00:00.002443,0:00:00.006534,0:00:00.008977
India,WEB,sample.jpg,0:00:00.001077,0:00:00.001105,0:00:03.499451,0:00:03.500556
India,WEB,index.html,0:00:00.000887,0:00:00.000899,0:00:00.003011,0:00:00.003910
India,WEB,sample.png,0:00:00.002955,0:00:00.003109,0:00:03.517248,0:00:03.520357
India,WEB,index.html,0:00:00.000632,0:00:00.000683,0:00:03.611294,0:00:03.611977
